time,open,high,low,close
1742342400,571.440211543582,572.1411464535978,571.1383665905105,572.0239462996503
1742344200,572.0239462996503,572.3409244317934,570.8411106628048,571.1196128583279
1742346000,571.1196128583279,571.2778022012736,570.6016465981695,571.1478010949266
1742347800,571.1478010949266,571.6526672650672,570.9981724362482,571.0941266074068
1742349600,571.0941266074068,571.2712456475429,570.0300592388496,570.1689240919915
1742351400,570.1689240919915,571.1929644247473,569.6193157246242,570.6920146192856
1742353200,570.6920146192856,571.9970826018617,570.2323125116471,571.6148302146473
1742355000,571.6148302146473,572.8599057492637,571.3323408754262,572.590991519034
1742356800,572.590991519034,572.7768164710815,571.5128877038366,571.7640797296928
1742358600,571.7640797296928,573.0561485003627,571.543579748287,572.7059241224173
1742360400,572.7059241224173,573.7458394152384,572.5288305255023,573.2529988345053
1742362200,573.2529988345053,573.2794457605144,572.1622177002924,572.4917039933736
1742344200,572.4917039933736,572.7725195493157,571.8195359246562,572.2091043649401
1742346000,572.2091043649401,572.9411041801872,572.2027756711582,572.5231362287802
1742347800,572.5231362287802,572.5872433020722,571.5255474331422,571.6601633021997
1742349600,571.6601633021997,572.0258982528869,570.8768157785793,571.4166938209031
1742351400,571.4166938209031,571.49402798948,570.1586714523539,570.4889930184232
1742353200,570.4889930184232,570.9604840459668,570.0657335448129,570.5398298106048
1742355000,570.5398298106048,571.8535148172433,570.4396091685492,571.343912081854
1742356800,571.343912081854,572.4512404150439,570.8814693022327,572.2481450180001
1742358600,572.2481450180001,572.7055292043726,572.1307198912277,572.6586742598508
1742360400,572.6586742598508,573.9907200202985,572.4656729091191,573.4925485840498
1742362200,573.4925485840498,574.7755923802125,572.9468432404606,574.3507141092947
1742364000,574.3507141092947,575.2087000634198,574.0317580996241,574.997452624834
1742346000,574.997452624834,575.3596083068228,574.6952107432171,575.1742946502086
1742347800,575.1742946502086,576.2716983095911,574.7721738479477,575.8655199335356
1742349600,575.8655199335356,576.044990068472,575.7534784764638,575.9129162118711
1742351400,575.9129162118711,577.2164343629365,575.5928531946797,576.8386214549589
1742353200,576.8386214549589,576.955537215952,575.6774526083494,575.7164736685785
1742355000,575.7164736685785,576.4186250590986,575.2114308068884,576.025094412595
1742356800,576.025094412595,576.9161034616701,575.5046114554447,576.6892219790076
1742358600,576.6892219790076,576.7130750153328,576.3848911501252,576.5601726625694
1742360400,576.5601726625694,577.0613834286967,575.6138805261601,575.9678101385232
1742362200,575.9678101385232,576.7931212313189,575.648027280216,576.6227222003694
1742364000,576.6227222003694,576.799342153635,576.4199711832339,576.4576989044898
1742365800,576.4576989044898,577.1456980899441,576.3116491836547,576.9414450869969
1742347800,576.9414450869969,577.5292832052263,576.5280617289475,577.0628923828266
1742349600,577.0628923828266,577.6356638270142,576.5186879154826,577.2514295019197
1742351400,577.2514295019197,578.2052549745454,576.790186162282,577.7479122359724
1742353200,577.7479122359724,578.8264103642633,577.511554853796,578.62025403633
1742355000,578.62025403633,579.0749743523571,577.9313141290439,578.341478048574
1742356800,578.341478048574,578.650490655364,577.7256858784936,578.1630114908795
1742358600,578.1630114908795,578.6964345328655,577.1068569808267,577.5765353638493
1742360400,577.5765353638493,578.2324223852999,577.3741077554197,577.9949546567311
1742362200,577.9949546567311,578.5501100654118,577.2982802607577,577.6456054370698
1742364000,577.6456054370698,578.4351663576953,577.3412942372889,578.0056299877185
1742365800,578.0056299877185,579.1717114890479,577.9906682642281,579.0651942990626
1742367600,579.0651942990626,579.6347792980343,578.6133787557696,579.1937640583899
1742349600,579.1937640583899,579.821922481621,578.6767586858131,579.3100869365227
1742351400,579.3100869365227,579.5084591551114,578.3859520978128,578.5706260588132
1742353200,578.5706260588132,579.1397870996913,577.4229939857405,577.7773353799917
1742355000,577.7773353799917,578.1158394843486,576.9095119875515,576.9203072917036
1742356800,576.9203072917036,577.3603491075692,576.1932154164132,576.5233527140366
1742358600,576.5233527140366,576.870270523213,575.3043042587309,575.4344646919124
1742360400,575.4344646919124,575.7043111890486,575.0014050527908,575.4566166249118
1742362200,575.4566166249118,575.8606065603469,574.2052570622967,574.5357595856964
1742364000,574.5357595856964,574.9587726766051,574.0114033158005,574.5188714517852
1742365800,574.5188714517852,574.6415143805366,573.3052094163677,573.8776244302584
1742367600,573.8776244302584,574.3179036178007,572.4696686480195,572.8359589513635
1742369400,572.8359589513635,572.9322529210084,571.5878167460971,572.0522802620565
1742351400,572.0522802620565,573.2003957842663,571.8687583652256,572.8606425161145
1742353200,572.8606425161145,573.9557924280846,572.8006435843569,573.4856962468709
1742355000,573.4856962468709,573.9594908282207,572.484578190442,572.8081922309764
1742356800,572.8081922309764,573.016084406504,572.2770753347671,572.9955166465685
1742358600,572.9955166465685,574.5424377641208,572.8783604391283,574.097313949608
1742360400,574.097313949608,574.1808857169501,573.630279778684,573.7123716443582
1742362200,573.7123716443582,574.8268253198497,573.5677922341882,574.2875075321144
1742364000,574.2875075321144,574.7787312167802,573.5322781064082,573.9514922155063
1742365800,573.9514922155063,574.3945261111331,573.6410902451737,573.7238634466994
1742367600,573.7238634466994,574.1556091746826,572.8983279287972,573.0666996051485
1742369400,573.0666996051485,573.2960303961399,572.2300337615046,572.4793236547174
1742371200,572.4793236547174,573.8769921884893,572.1757210415266,573.4152732442752
1742416200,573.4152732442752,573.9505702893679,573.0174968905081,573.0568886984975
1742418000,573.0568886984975,573.4400995866574,572.9285112871295,573.0568886984975
1742419800,573.0568886984975,573.2956735636992,572.7841166303598,573.0568886984975
1742421600,573.0568886984975,573.585367509612,572.801222178584,573.0568886984975
1742423400,573.0568886984975,573.1765619044985,572.6678927015148,573.0568886984975
1742425200,573.0568886984975,573.4475204843059,572.9046554935143,573.0568886984975
1742427000,573.0568886984975,574.1516641760813,572.995676505477,574.0507507043998
1742428800,574.0507507043998,575.681279070883,573.9467986756738,575.1544035864208
1742430600,575.1544035864208,575.168609103995,574.7416784937674,574.9313904556651
1742432400,574.9313904556651,575.7290168459294,574.651700245896,575.5036296172592
1742434200,575.5036296172592,576.832732478573,575.2625794268059,576.4427937551582
1742436000,576.4427937551582,577.4483231958955,575.8700790874557,577.234488560629
1742418000,577.234488560629,578.1074095637995,577.0259834794965,577.704560137327
1742419800,577.704560137327,577.8834941000009,576.4739262111526,576.9990679612974
1742421600,576.9990679612974,577.2318631306626,576.3032445951179,576.4629829952617
1742423400,576.4629829952617,576.710829161071,576.0491594484496,576.3813429474619
1742425200,576.3813429474619,576.644875620713,576.2054641526157,576.6233855401929
1742427000,576.6233855401929,577.234562807417,576.5484334083344,576.8282369208572
1742428800,576.8282369208572,577.4800834931141,576.5553326339763,577.388126867282
1742430600,577.388126867282,577.8605727801934,576.7405156666848,576.7623622700642
1742432400,576.7623622700642,577.2417373021102,575.3615976605017,575.7102476187749
1742434200,575.7102476187749,575.8881647616857,575.1303709040958,575.1565284836122
1742436000,575.1565284836122,575.239575560675,574.2973200276114,574.4006605997672
1742437800,574.4006605997672,574.8670986694152,573.1614145662915,573.471448819856
1742419800,573.471448819856,573.7776571298764,573.011812031552,573.562023098023
1742421600,573.562023098023,574.7755002684614,573.534379438624,574.6620216524384
1742423400,574.6620216524384,575.2308503237807,574.2272757393558,574.921418797177
1742425200,574.921418797177,575.1611924554775,574.7169250350652,574.861094579621
1742427000,574.861094579621,575.6610191008973,574.6899803071609,575.1647665776379
1742428800,575.1647665776379,575.8659197369249,574.796836882241,575.6481648520081
1742430600,575.6481648520081,575.8640066252071,575.017053621296,575.293079048295
1742432400,575.293079048295,575.604098291621,574.83770070553,575.2144272804007
1742434200,575.2144272804007,576.4733176850559,575.0617296102655,576.0716513728761
1742436000,576.0716513728761,576.3464331317347,575.253152223604,575.5041419442174
1742437800,575.5041419442174,575.7968260321646,574.2609343302279,574.5921908091906
1742439600,574.5921908091906,574.7552978189508,574.2346338788516,574.7370163258894
1742421600,574.7370163258894,574.8833202468343,574.383803673492,574.437254456367
1742423400,574.437254456367,574.9100140858502,574.4294463166653,574.7747240555177
1742425200,574.7747240555177,575.0231197171614,573.6971496476887,573.9294275115708
1742427000,573.9294275115708,573.9794617069458,572.9195253150873,573.0568886984975
1742428800,573.0568886984975,573.4261281045503,572.8680500360659,573.2503799271788
1742430600,573.2503799271788,573.8894351402838,572.9922023244968,573.5120176746343
1742432400,573.5120176746343,573.7270484068567,573.0411359620623,573.0568886984975
1742434200,573.0568886984975,573.1438529145016,572.6195672694572,573.0568886984975
1742436000,573.0568886984975,573.8901592001778,572.9207638783599,573.424885852481
1742437800,573.424885852481,574.2238886171369,573.3404919093384,574.0185889978654
1742439600,574.0185889978654,574.5617216035995,573.6736723262875,573.6854112437384
1742441400,573.6854112437384,574.1491217624313,573.6335169054323,573.9735769281917
1742423400,573.9735769281917,574.2251230914368,572.9982331019418,573.3968116311542
1742425200,573.3968116311542,574.823680972499,573.318575349705,574.5398929026446
1742427000,574.5398929026446,574.8091025112701,573.7071040497161,573.9565672605057
1742428800,573.9565672605057,574.8313837052068,573.4508691353332,574.7109158542554
1742430600,574.7109158542554,575.357357238929,574.1872462024882,574.859656247896
1742432400,574.859656247896,576.1169682391477,574.7661724807975,575.6515953868955
1742434200,575.6515953868955,575.9896976802706,575.322284398488,575.6125300433258
1742436000,575.6125300433258,575.7651188422649,574.4497787204099,574.7810070416912
1742437800,574.7810070416912,574.9740143229969,573.8639417052406,574.2419545674342
1742439600,574.2419545674342,574.6993709404398,573.4955989977261,573.6117535446822
1742441400,573.6117535446822,574.0190574114507,572.734771642235,573.0568886984975
1742443200,573.0568886984975,573.4603560489409,572.6428575619415,573.171535291783
1742425200,573.171535291783,574.4000378984595,573.1112011709761,574.0777355264895
1742427000,574.0777355264895,575.4818600454552,573.935988899702,574.9707415053315
1742428800,574.9707415053315,576.3030059764899,574.5755657525286,575.7323767252165
1742430600,575.7323767252165,576.0653314538729,574.4897689238672,574.8209693297375
1742432400,574.8209693297375,575.9449704028177,574.5896282544967,575.4544734051706
1742434200,575.4544734051706,576.7003792181546,575.2408368964994,576.594804475251
1742436000,576.594804475251,576.7394737161754,576.4257452487356,576.5024831991224
1742437800,576.5024831991224,577.3062135605942,576.2935231403039,576.7641182255536
1742439600,576.7641182255536,577.0730716116359,575.6394674202847,576.1268423225023
1742441400,576.1268423225023,577.1898789197058,575.9596672775801,577.052775786478
1742443200,577.052775786478,578.5292444386697,576.9199095005141,578.053049082249
1742445000,578.053049082249,578.3685242409131,576.9400518483321,577.3053487307984
1742427000,577.3053487307984,578.3761176495741,577.1481095098909,578.3220940151348
1742428800,578.3220940151348,579.2563501567001,577.8451330388252,579.2036248066076
1742430600,579.2036248066076,579.6348805418957,578.9386034220679,579.1493233230091
1742432400,579.1493233230091,579.6804745192583,578.5583798003928,578.68015875559
1742434200,578.68015875559,579.5761578119505,578.2278769022819,579.0627140047433
1742436000,579.0627140047433,579.1212765753902,578.5394191878596,579.0778402412554
1742437800,579.0778402412554,579.2298893433617,577.7188676319354,577.9584321250074
1742439600,577.9584321250074,578.5541163054629,577.8378954361301,578.0493379693927
1742441400,578.0493379693927,578.5347777603287,576.9162340049077,577.2087567257822
1742443200,577.2087567257822,577.8209669238985,577.0103097199496,577.617755922473
1742445000,577.617755922473,577.7300790792129,576.8753311539156,577.119221138109
1742446800,577.119221138109,577.381845339254,576.7891300364741,577.3164158213725
1742428800,577.3164158213725,578.9453288266694,577.1615339714039,578.3714945488765
1742430600,578.3714945488765,578.508700311786,577.1738035466745,577.2989268026491
1742432400,577.2989268026491,578.0156794720037,576.9779831938488,577.4991598672422
1742434200,577.4991598672422,578.9650969768572,577.2643354627627,578.6119177715885
1742436000,578.6119177715885,579.4167743576112,578.4096100961418,579.0128771890076
1742437800,579.0128771890076,579.1824777129782,578.3331764827547,578.8578601242019
1742439600,578.8578601242019,579.189905740942,578.3983869984737,579.075716925421
1742441400,579.075716925421,579.4337344606731,578.3312651290818,578.4412534605783
1742443200,578.4412534605783,578.6038462235201,578.0833321936128,578.3563611204423
1742445000,578.3563611204423,578.6751734355104,577.6953518787095,577.9879728749115
1742446800,577.9879728749115,579.5047822859375,577.435852120369,578.9743420105217
1742448600,578.9743420105217,580.2045832158698,578.8057667554183,580.0942904529669
1742430600,580.0942904529669,580.4649852818059,579.9703205886362,580.2597126724656
1742432400,580.2597126724656,580.8433295412082,580.1615978693281,580.6962348988836
1742434200,580.6962348988836,581.6181999004133,580.2651002628446,581.3969958506362
1742436000,581.3969958506362,581.4953982424348,581.0317591245408,581.1642945946104
1742437800,581.1642945946104,582.2538289283801,580.8683852533355,581.751139051876
1742439600,581.751139051876,582.0606389347518,581.0454784798155,581.0780248097125
1742441400,581.0780248097125,582.0615404645723,580.714415146218,581.4889426239731
1742443200,581.4889426239731,581.6576942121179,580.6704932727124,580.855962060776
1742445000,580.855962060776,581.0052318180623,579.4787353290272,579.7226244957925
1742446800,579.7226244957925,580.4524415599053,579.3500319467322,580.127599968825
1742448600,580.127599968825,580.1636286005879,579.1363008934148,579.2127269974052
1742450400,579.2127269974052,579.6900452442648,577.8718761288525,578.1956632332044
1742432400,578.1956632332044,578.4971317488363,577.6563393601282,577.9553686741016
1742434200,577.9553686741016,578.0944529692558,576.5670761162156,576.9023385120626
1742436000,576.9023385120626,577.7982620602289,576.7056218963668,577.4588471382043
1742437800,577.4588471382043,578.5190499195961,577.302234969428,578.2926800213692
1742439600,578.2926800213692,578.5246732614742,576.8814339091242,577.2272476257692
1742441400,577.2272476257692,578.4205870471568,576.6585596938697,578.281384325677
1742443200,578.281384325677,579.196167992881,578.1230484008681,579.1157872439804
1742445000,579.1157872439804,579.314238935336,578.7552044750196,579.0268560947678
1742446800,579.0268560947678,579.065805943564,577.8228518007601,578.051365904734
1742448600,578.051365904734,578.4952531341452,577.62014780531,578.325288580623
1742450400,578.325288580623,578.620479253025,576.7322893908508,577.2327783546322
1742452200,577.2327783546322,577.9721413066568,577.1243145836737,577.9177115260335
1742434200,577.9177115260335,578.4842829211597,577.5703804777045,577.6827892394082
1742436000,577.6827892394082,578.1180671888401,577.2354691526338,577.4089263929079
1742437800,577.4089263929079,577.6649857911249,576.0030676398749,576.4674289409223
1742439600,576.4674289409223,576.8163384681492,575.5474694571046,575.8492523608896
1742441400,575.8492523608896,576.2304674058124,575.2408502261997,575.326134470204
1742443200,575.326134470204,575.3380186682864,575.0325763544205,575.175734327154
1742445000,575.175734327154,576.5877585980911,574.9268007730874,576.1067107615796
1742446800,576.1067107615796,576.8739311948235,575.5664027664054,576.4036527492996
1742448600,576.4036527492996,577.108695137772,576.113321048422,576.7810881860744
1742450400,576.7810881860744,576.798516364337,576.2509707212366,576.5264443675102
1742452200,576.5264443675102,577.0053691008375,575.2101053382586,575.6682022410986
1742454000,575.6682022410986,576.7035695145956,575.1697012663709,576.1544468740708
1742436000,576.1544468740708,576.5295188562184,575.7138448825388,575.9290147957563
1742437800,575.9290147957563,576.7911362357119,575.5610111403563,576.340172936504
1742439600,576.340172936504,576.7546222188942,574.9715575027758,575.2025358211251
1742441400,575.2025358211251,575.769847663288,573.7061938408613,574.1163533911002
1742443200,574.1163533911002,574.5143929830612,573.8119871787779,574.3900148775081
1742445000,574.3900148775081,574.6174510136341,573.128721430662,573.665807897593
1742446800,573.665807897593,574.789669512397,573.5211393839226,574.3893627360952
1742448600,574.3893627360952,574.6477235381267,573.2000988205416,573.6355519235196
1742450400,573.6355519235196,573.9461026122627,573.0315927221554,573.0568886984975
1742452200,573.0568886984975,573.612067401939,572.7861559955674,573.0964320272325
1742454000,573.0964320272325,574.1728590302976,573.093822246248,573.9526774492159
1742455800,573.9526774492159,574.4960368808892,572.9284227282348,573.0779213805589
1742437800,573.0779213805589,573.6254701429492,573.0309695537588,573.0568886984975
1742439600,573.0568886984975,573.2318065571831,572.8724148655072,573.1759408407711
1742441400,573.1759408407711,574.2912742863879,572.7586853731983,573.9640413981346
1742443200,573.9640413981346,574.2646748360665,572.6077789501026,573.0568886984975
1742445000,573.0568886984975,573.1741560880296,573.0445268165154,573.1551713566951
1742446800,573.1551713566951,574.4313251091725,572.937356280166,573.8738500006195
1742448600,573.8738500006195,574.1157710118076,573.2101008636596,573.497374779664
1742450400,573.497374779664,573.6030161281017,572.9812482835072,573.3658249520139
1742452200,573.3658249520139,574.2703197173144,573.0924895602965,573.7809766955106
1742454000,573.7809766955106,574.7121369607922,573.242002941518,574.4790930142456
1742455800,574.4790930142456,574.7953323264765,573.4048551165171,573.8771887718716
1742457600,573.8771887718716,574.8484036499506,573.6978184253259,574.3959203571076
1742502600,574.3959203571076,574.6568372149417,574.2883649713285,574.3141866974946
1742504400,574.3141866974946,574.5707663382357,573.9525804757596,574.0369229068843
1742506200,574.0369229068843,574.5161800778428,573.6769944677409,574.0369229068843
1742508000,574.0369229068843,574.488091219145,573.4719682468512,574.0369229068843
1742509800,574.0369229068843,574.3042175602843,573.8082593436907,574.0369229068843
1742511600,574.0369229068843,575.1960737035959,573.632003804562,574.7295523401787
1742513400,574.7295523401787,574.7702883080838,574.4517024761554,574.617840058212
1742515200,574.617840058212,575.9110783988631,574.1172900301951,575.6839718153133
1742517000,575.6839718153133,575.8265355235171,574.7621714239023,575.1282817439896
1742518800,575.1282817439896,576.013197276829,574.8589339901176,576.00062079368
1742520600,576.00062079368,576.4787511355602,575.238398752867,575.7253924588038
1742522400,575.7253924588038,575.9372950794293,575.6166069438771,575.723588702875
1742504400,575.723588702875,575.7983824200516,574.4922297447471,575.0522696820493
1742506200,575.0522696820493,576.1980279704819,575.008652053849,575.8213018540209
1742508000,575.8213018540209,577.253963901342,575.5901200056289,576.7495660353205
1742509800,576.7495660353205,577.2550160442435,575.5602507564018,575.6706154405846
1742511600,575.6706154405846,576.5387629869856,575.188158252858,575.9891721004982
1742513400,575.9891721004982,576.2226846802861,574.7923909972562,574.9726712339706
1742515200,574.9726712339706,576.3585163445135,574.525915460603,575.9897151379528
1742517000,575.9897151379528,576.7517852242989,575.951553213809,576.5136629380842
1742518800,576.5136629380842,577.6772678085888,576.3234948973179,577.5647092256645
1742520600,577.5647092256645,577.7938523146452,576.6220095101745,576.9997421858534
1742522400,576.9997421858534,578.1543200911267,576.9505278112114,577.6973768232365
1742524200,577.6973768232365,578.343548837785,577.5424964560638,578.175835357507
1742506200,578.175835357507,579.6255421880134,578.1396111691157,579.0783525142341
1742508000,579.0783525142341,579.6240031695448,578.8032113700276,579.0782071170097
1742509800,579.0782071170097,579.991742686078,578.6753492861943,579.6155648927848
1742511600,579.6155648927848,580.4331243481133,579.3145274167649,580.1450863717406
1742513400,580.1450863717406,581.2000011595602,579.9609324493857,581.1371329726854
1742515200,581.1371329726854,581.2535796807484,580.8789028886796,581.2109343894766
1742517000,581.2109343894766,581.9241008850926,580.7320661651466,581.5254271087829
1742518800,581.5254271087829,582.5637701270705,581.1932057448074,582.5561341987018
1742520600,582.5561341987018,583.1359607276694,581.9068673411966,582.3862339924121
1742522400,582.3862339924121,582.4152659778101,581.3906335983373,581.4144662535704
1742524200,581.4144662535704,581.8423830064754,580.8930078981816,581.3889700259007
1742526000,581.3889700259007,582.2249558631413,580.8176701021024,581.6636813226332
1742508000,581.6636813226332,581.799427365375,580.9598965122323,581.4038814800534
1742509800,581.4038814800534,581.8455295870796,581.2014712461523,581.5071918411185
1742511600,581.5071918411185,582.2310214764436,581.1492737441337,582.0393507485709
1742513400,582.0393507485709,583.3256568064522,581.8941563250498,582.8702109850731
1742515200,582.8702109850731,584.0209147903321,582.3382174055175,583.4733887418366
1742517000,583.4733887418366,583.9333332310426,582.579857259845,582.6662597219813
1742518800,582.6662597219813,583.4341548221768,582.4968932488603,583.161440755562
1742520600,583.161440755562,583.4893671170712,582.9081413165883,583.3366197185533
1742522400,583.3366197185533,583.8160574039877,583.2540456099327,583.4608916885277
1742524200,583.4608916885277,583.7844330105019,582.1979574986365,582.566207382818
1742526000,582.566207382818,583.0277364370806,581.1928154767808,581.5874402685679
1742527800,581.5874402685679,581.7856656641259,581.1390281335024,581.5010914152994
1742509800,581.5010914152994,581.5864924829388,580.3434335709469,580.8942215360323
1742511600,580.8942215360323,581.4339121841565,580.5008796057175,580.5115407722406
1742513400,580.5115407722406,580.9568835067341,579.3313120995261,579.8611126893309
1742515200,579.8611126893309,580.7037563299936,579.44593384735,580.298260918554
1742517000,580.298260918554,581.6411360560836,579.9084455183123,581.2914471522073
1742518800,581.2914471522073,581.9820108810289,581.008393073254,581.6190157866947
1742520600,581.6190157866947,582.3803849135603,581.5670926101461,581.9496996502687
1742522400,581.9496996502687,582.2543727200318,580.7422759060021,580.9815298581568
1742524200,580.9815298581568,581.2478028380099,580.3249117468836,580.6299731125468
1742526000,580.6299731125468,580.6464137313685,580.0927415919257,580.4101598310177
1742527800,580.4101598310177,580.4119318829574,579.470929561469,579.8361920167905
1742529600,579.8361920167905,580.1519181119601,578.5290175500514,578.8853770373709
1742511600,578.8853770373709,578.9002064641022,578.1106078277973,578.5652844430774
1742513400,578.5652844430774,580.2342237176535,578.045869668834,579.6805947911517
1742515200,579.6805947911517,580.7541670169313,579.5347374718218,580.5290506320032
1742517000,580.5290506320032,580.6195841083317,579.7673578401206,580.289891304022
1742518800,580.289891304022,580.5496024157828,579.9508222026707,580.0168993711791
1742520600,580.0168993711791,580.5016340377778,579.6626778337112,580.1118804017846
1742522400,580.1118804017846,580.3353398534142,579.7883224669682,580.1977761168496
1742524200,580.1977761168496,581.2159819878494,580.1234405830296,581.0732842592022
1742526000,581.0732842592022,582.3402052917133,580.9918787242304,582.1282717561276
1742527800,582.1282717561276,582.9147508828815,581.6701978812703,582.5570950208669
1742529600,582.5570950208669,582.9670811441422,582.1656532601705,582.4726135413786
1742531400,582.4726135413786,582.8523887590727,582.1355135437586,582.1893754157301
1742513400,582.1893754157301,582.5620360826908,581.3154604002277,581.8220266996614
